0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.583,0.583,0.583,0.583,0.583,0.583,0.330092,0.583,0.583,0.583,0.583,0.583,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,
0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.75,0.431563,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.583,0.583,0.583,0.583,0.583,0.583,0.330092,0.583,0.583,0.583,0.583,0.583,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,
0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.75,0.431563,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.583,0.583,0.583,0.583,0.583,0.583,0.330092,0.583,0.583,0.583,0.583,0.583,0.416,0.252155,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,
0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.75,0.431563,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.583,0.583,0.583,0.583,0.583,0.583,0.330092,0.583,0.583,0.583,0.583,0.583,0.416,0.252155,0.416,0.416,0.416,0.416,0.416,0.254317,0.416,0.416,0.416,0.416,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,
0.917,0.917,0.917,0.917,0.492294,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.75,0.431563,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.583,0.583,0.583,0.583,0.583,0.583,0.330092,0.583,0.583,0.583,0.583,0.583,0.416,0.252155,0.416,0.416,0.416,0.416,0.416,0.254317,0.416,0.416,0.416,0.416,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,
0.917,0.917,0.917,0.917,0.492294,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.75,0.431563,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.583,0.583,0.583,0.583,0.583,0.583,0.330092,0.583,0.583,0.583,0.583,0.583,0.416,0.252155,0.416,0.416,0.416,0.416,0.416,0.254317,0.416,0.416,0.416,0.416,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.0762239,
0.917,0.917,0.917,0.917,0.492294,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.75,0.431563,0.75,0.75,0.75,0.75,0.75,0.75,0.41005,0.75,0.75,0.75,0.583,0.583,0.583,0.583,0.583,0.583,0.330092,0.583,0.583,0.583,0.583,0.583,0.416,0.252155,0.416,0.416,0.416,0.416,0.416,0.254317,0.416,0.416,0.416,0.416,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.0762239,
0.917,0.917,0.917,0.917,0.492294,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.75,0.431563,0.75,0.75,0.75,0.75,0.75,0.75,0.41005,0.75,0.75,0.75,0.583,0.583,0.583,0.583,0.583,0.331845,0.330092,0.583,0.583,0.583,0.583,0.583,0.416,0.252155,0.416,0.416,0.416,0.416,0.416,0.254317,0.416,0.416,0.416,0.416,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.0762239,
0.917,0.917,0.917,0.917,0.492294,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.75,0.431563,0.75,0.75,0.75,0.75,0.75,0.75,0.41005,0.75,0.75,0.75,0.583,0.583,0.583,0.583,0.583,0.331845,0.330092,0.583,0.583,0.583,0.583,0.583,0.416,0.252155,0.416,0.416,0.416,0.416,0.416,0.254317,0.248743,0.416,0.416,0.416,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.0762239,
0.917,0.917,0.917,0.917,0.492294,0.917,0.917,0.917,0.917,0.917,0.917,0.485616,0.75,0.431563,0.75,0.75,0.75,0.75,0.75,0.75,0.41005,0.75,0.75,0.75,0.583,0.583,0.583,0.583,0.583,0.331845,0.330092,0.583,0.583,0.583,0.583,0.583,0.416,0.252155,0.416,0.416,0.416,0.416,0.416,0.254317,0.248743,0.416,0.416,0.416,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.0762239,
0.917,0.917,0.917,0.917,0.492294,0.917,0.917,0.917,0.917,0.917,0.917,0.485616,0.75,0.431563,0.75,0.75,0.75,0.75,0.75,0.75,0.41005,0.75,0.75,0.75,0.583,0.583,0.583,0.583,0.583,0.331845,0.330092,0.583,0.583,0.583,0.583,0.583,0.416,0.252155,0.416,0.416,0.416,0.416,0.416,0.254317,0.248743,0.416,0.416,0.416,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.162477,0.25,0.25,0.25,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.0762239,
0.917,0.917,0.917,0.917,0.492294,0.917,0.917,0.917,0.917,0.917,0.917,0.485616,0.75,0.431563,0.75,0.75,0.75,0.75,0.75,0.75,0.41005,0.75,0.75,0.75,0.583,0.583,0.583,0.583,0.583,0.331845,0.239008,0.583,0.583,0.583,0.583,0.583,0.416,0.252155,0.416,0.416,0.416,0.416,0.416,0.254317,0.248743,0.416,0.416,0.416,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.162477,0.25,0.25,0.25,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.0762239,
0.917,0.917,0.917,0.917,0.492294,0.917,0.917,0.917,0.917,0.917,0.917,0.485616,0.75,0.431563,0.75,0.75,0.75,0.75,0.75,0.40488,0.41005,0.75,0.75,0.75,0.583,0.583,0.583,0.583,0.583,0.331845,0.239008,0.583,0.583,0.583,0.583,0.583,0.416,0.252155,0.416,0.416,0.416,0.416,0.416,0.254317,0.248743,0.416,0.416,0.416,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.162477,0.25,0.25,0.25,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.0762239,
